AgentID,pause_dur
Larva_173,0.3125
Larva_173,0.8125
Larva_173,0.5
Larva_173,0.5625
Larva_173,0.3125
Larva_173,0.6875
Larva_173,0.1875
Larva_173,0.125
Larva_173,0.3125
Larva_173,0.8125
Larva_173,0.25
Larva_173,0.625
Larva_173,0.375
Larva_173,0.375
Larva_173,0.625
Larva_173,0.1875
Larva_173,0.1875
Larva_173,1.0625
Larva_173,0.125
Larva_174,0.125
Larva_174,0.125
Larva_174,0.5
Larva_174,0.4375
Larva_174,0.1875
Larva_175,0.75
Larva_175,0.125
Larva_175,0.8125
Larva_175,0.3125
Larva_175,0.125
Larva_175,0.5
Larva_175,0.125
Larva_175,0.125
Larva_175,1.125
Larva_175,0.625
Larva_175,0.5625
Larva_177,0.8125
Larva_177,0.4375
Larva_177,0.3125
Larva_177,0.125
Larva_177,0.5
Larva_177,1.0625
Larva_177,0.4375
Larva_177,0.125
Larva_178,0.875
Larva_178,0.875
Larva_178,0.1875
Larva_178,0.875
Larva_178,0.125
Larva_178,0.75
Larva_178,1.5625
Larva_178,0.3125
Larva_178,0.625
Larva_178,0.875
Larva_178,0.625
Larva_178,0.4375
Larva_178,0.4375
Larva_178,0.125
Larva_178,0.1875
Larva_178,0.125
Larva_178,0.25
Larva_178,0.5
Larva_178,0.125
Larva_178,0.25
Larva_178,0.3125
Larva_178,0.3125
Larva_178,0.125
Larva_178,0.125
Larva_178,1.125
Larva_178,0.3125
Larva_178,1.125
Larva_178,0.4375
Larva_178,0.5
Larva_178,0.5625
Larva_178,0.25
Larva_178,0.9375
Larva_178,0.3125
Larva_178,0.125
Larva_178,0.75
Larva_179,0.3125
Larva_179,0.25
Larva_179,0.4375
Larva_179,0.4375
Larva_179,0.8125
Larva_179,0.125
Larva_179,0.5
Larva_179,0.1875
Larva_179,0.125
Larva_179,0.375
Larva_179,0.3125
Larva_179,1.4375
Larva_179,0.1875
Larva_179,0.25
Larva_179,0.125
Larva_179,0.125
Larva_179,0.4375
Larva_179,0.375
Larva_179,0.375
Larva_179,0.125
Larva_179,0.375
Larva_179,0.125
Larva_179,0.1875
Larva_179,1.125
Larva_179,0.6875
Larva_179,0.125
Larva_179,1.625
Larva_179,0.125
Larva_179,0.3125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.375
Larva_18,0.125
Larva_18,0.25
Larva_18,0.6875
Larva_18,0.1875
Larva_18,0.125
Larva_18,0.6875
Larva_18,0.625
Larva_18,0.3125
Larva_18,0.1875
Larva_18,0.875
Larva_18,0.1875
Larva_18,0.125
Larva_18,0.25
Larva_18,0.1875
Larva_18,0.125
Larva_18,0.5625
Larva_18,0.1875
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.4375
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.1875
Larva_18,0.3125
Larva_18,0.3125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.25
Larva_18,0.125
Larva_18,0.3125
Larva_18,0.1875
Larva_18,0.1875
Larva_18,0.25
Larva_18,0.25
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.375
Larva_18,0.125
Larva_18,0.375
Larva_18,0.125
Larva_18,0.1875
Larva_18,0.875
Larva_18,0.1875
Larva_18,0.125
Larva_18,0.125
Larva_18,0.125
Larva_18,0.25
Larva_180,0.5625
Larva_180,1.25
Larva_180,1.9375
Larva_180,0.1875
Larva_180,1.0625
Larva_180,0.1875
Larva_180,0.75
Larva_180,0.5625
Larva_180,0.125
Larva_180,0.1875
Larva_180,0.25
Larva_180,0.75
Larva_180,0.25
Larva_180,0.6875
Larva_180,0.875
Larva_180,0.375
Larva_180,0.1875
Larva_180,0.1875
Larva_180,0.1875
Larva_180,0.1875
Larva_180,1.5
Larva_181,0.125
Larva_181,0.1875
Larva_181,0.25
Larva_181,0.125
Larva_181,0.375
Larva_181,0.375
Larva_181,0.125
Larva_181,0.3125
Larva_181,0.75
Larva_181,0.25
Larva_181,0.3125
Larva_181,0.5625
Larva_181,0.25
Larva_181,0.125
Larva_181,0.1875
Larva_181,0.375
Larva_181,0.125
Larva_181,0.125
Larva_181,0.75
Larva_182,0.5625
Larva_182,0.125
Larva_182,0.3125
Larva_182,0.125
Larva_182,0.1875
Larva_182,0.5
Larva_182,0.4375
Larva_182,0.25
Larva_182,0.3125
Larva_183,0.125
Larva_183,0.125
Larva_183,0.1875
Larva_183,0.25
Larva_183,0.125
Larva_183,0.25
Larva_183,0.125
Larva_183,0.375
Larva_184,0.125
Larva_184,0.3125
Larva_184,0.25
Larva_184,0.125
Larva_184,0.125
Larva_184,0.25
Larva_184,0.6875
Larva_184,0.1875
Larva_184,0.75
Larva_184,0.375
Larva_184,0.1875
Larva_184,0.25
Larva_184,0.125
Larva_184,0.125
Larva_184,0.5625
Larva_184,0.125
Larva_184,1.0625
Larva_184,0.4375
Larva_184,0.125
Larva_184,0.125
Larva_184,0.125
Larva_184,0.1875
Larva_184,0.125
Larva_184,0.1875
Larva_184,0.125
Larva_184,0.125
Larva_184,0.5625
Larva_185,0.125
Larva_185,0.25
Larva_185,0.25
Larva_185,11.3125
Larva_185,0.1875
Larva_185,0.25
Larva_185,0.25
Larva_185,0.125
Larva_185,0.125
Larva_185,0.3125
Larva_185,0.125
Larva_185,0.5625
Larva_185,0.125
Larva_185,0.5
Larva_185,0.125
Larva_185,0.25
Larva_185,0.125
Larva_185,0.125
Larva_185,0.4375
Larva_185,0.8125
Larva_185,0.1875
Larva_185,0.4375
Larva_185,0.1875
Larva_185,0.75
Larva_185,0.125
Larva_186,0.375
Larva_186,0.5
Larva_186,0.3125
Larva_186,0.125
Larva_186,0.5
Larva_186,0.25
Larva_186,0.4375
Larva_186,0.25
Larva_186,0.625
Larva_186,0.125
Larva_186,0.1875
Larva_186,0.75
Larva_186,0.125
Larva_186,0.125
Larva_186,0.125
Larva_186,0.1875
Larva_187,0.125
Larva_187,0.8125
Larva_187,0.25
Larva_188,0.25
Larva_188,0.3125
Larva_188,4.5625
Larva_188,0.5
Larva_188,0.5625
Larva_188,0.25
Larva_188,0.3125
Larva_188,0.4375
Larva_188,0.625
Larva_188,0.1875
Larva_188,0.375
Larva_188,0.125
Larva_188,0.125
Larva_188,0.125
Larva_188,0.625
Larva_188,0.3125
Larva_188,0.5625
Larva_188,0.625
Larva_188,0.1875
Larva_188,0.125
Larva_188,0.3125
Larva_188,0.6875
Larva_188,0.75
Larva_188,1.0625
Larva_188,0.25
Larva_188,0.125
Larva_188,0.1875
Larva_188,0.125
Larva_189,0.3125
Larva_189,0.125
Larva_189,0.1875
Larva_189,0.125
Larva_19,0.125
Larva_19,0.1875
Larva_19,0.1875
Larva_19,0.1875
Larva_19,0.3125
Larva_19,0.125
Larva_19,0.25
Larva_19,0.1875
Larva_19,0.1875
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.375
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_19,0.125
Larva_190,0.1875
Larva_190,0.1875
Larva_190,0.25
Larva_190,0.1875
Larva_190,0.125
Larva_190,0.1875
Larva_190,1.0625
Larva_190,0.125
Larva_191,0.5625
Larva_191,1.125
Larva_191,0.125
Larva_191,0.1875
Larva_192,0.125
Larva_192,0.125
Larva_192,0.125
Larva_195,0.125
Larva_195,0.125
Larva_195,0.3125
Larva_195,0.1875
Larva_195,0.25
Larva_195,0.25
Larva_195,0.125
Larva_195,0.125
Larva_195,0.125
Larva_195,0.375
Larva_195,0.1875
Larva_195,0.625
Larva_195,0.25
Larva_196,0.8125
Larva_196,0.25
Larva_196,0.4375
Larva_196,0.1875
Larva_197,0.125
Larva_197,0.1875
Larva_197,0.4375
Larva_197,0.125
Larva_197,0.3125
Larva_197,0.125
Larva_197,0.125
Larva_197,0.5
Larva_197,0.125
Larva_197,0.125
Larva_197,0.125
Larva_198,0.125
Larva_198,0.1875
Larva_198,0.375
Larva_198,0.25
Larva_198,0.1875
Larva_198,0.4375
Larva_198,0.125
Larva_198,0.125
Larva_198,0.375
Larva_198,0.5625
Larva_198,0.5625
Larva_198,0.3125
Larva_198,0.125
Larva_198,1.0625
Larva_198,0.875
Larva_198,0.8125
Larva_198,0.9375
Larva_198,0.1875
Larva_198,0.5
Larva_2,0.125
Larva_2,0.125
Larva_2,0.375
Larva_2,0.25
Larva_2,0.125
Larva_2,0.5625
Larva_2,0.125
Larva_2,0.125
Larva_2,0.1875
Larva_2,1.0625
Larva_2,0.1875
Larva_2,0.5
Larva_20,0.375
Larva_20,0.5
Larva_20,0.125
Larva_201,0.3125
Larva_201,0.1875
Larva_201,0.1875
Larva_201,0.125
Larva_201,0.5
Larva_201,0.5625
Larva_201,0.125
Larva_201,0.125
Larva_201,0.25
Larva_201,0.3125
Larva_201,0.75
Larva_201,0.1875
Larva_201,0.375
Larva_201,0.5
Larva_201,0.3125
Larva_201,0.125
Larva_201,0.625
Larva_201,0.5
Larva_201,0.1875
Larva_201,0.1875
Larva_201,0.1875
Larva_201,1.75
Larva_201,0.25
Larva_201,0.1875
Larva_201,0.125
Larva_201,0.125
Larva_201,0.125
Larva_201,0.125
Larva_201,0.6875
Larva_201,0.1875
Larva_201,0.125
Larva_201,0.25
Larva_201,0.25
Larva_201,0.125
Larva_201,0.1875
Larva_201,0.1875
Larva_201,0.125
Larva_201,0.625
Larva_201,0.9375
Larva_202,0.125
Larva_202,0.25
Larva_202,0.125
Larva_202,0.9375
Larva_202,0.1875
Larva_202,0.6875
Larva_202,0.4375
Larva_202,0.1875
Larva_202,1.0
Larva_202,0.5
Larva_202,0.5
Larva_202,0.375
Larva_202,0.1875
Larva_202,0.125
Larva_202,0.3125
Larva_202,0.3125
Larva_202,0.3125
Larva_202,0.6875
Larva_202,0.3125
Larva_202,0.4375
Larva_202,0.125
Larva_202,0.5625
Larva_202,0.25
Larva_203,0.5625
Larva_203,0.5
Larva_203,0.3125
Larva_203,0.125
Larva_203,0.1875
Larva_203,0.1875
Larva_203,0.125
Larva_203,0.5
Larva_203,0.625
Larva_203,1.0
Larva_203,0.25
Larva_203,0.625
Larva_203,0.5625
Larva_203,0.5625
Larva_203,0.125
Larva_203,0.125
Larva_203,0.125
Larva_203,0.375
Larva_203,1.1875
Larva_203,0.3125
Larva_203,0.125
Larva_203,0.1875
Larva_203,0.1875
Larva_203,0.5
Larva_203,0.5
Larva_203,0.3125
Larva_203,0.25
Larva_205,0.25
Larva_205,0.3125
Larva_205,0.1875
Larva_205,0.3125
Larva_205,0.1875
Larva_205,0.625
Larva_205,0.5
Larva_205,0.125
Larva_205,0.5
Larva_205,0.3125
Larva_205,1.1875
Larva_205,0.125
Larva_205,0.3125
Larva_205,0.4375
Larva_205,0.75
Larva_205,0.5625
Larva_205,0.125
Larva_205,0.25
Larva_205,0.125
Larva_205,0.5
Larva_205,0.125
Larva_205,0.5
Larva_205,0.6875
Larva_205,0.3125
Larva_205,0.1875
Larva_205,0.1875
Larva_205,0.25
Larva_205,0.1875
Larva_205,0.1875
Larva_206,0.1875
Larva_206,2.1875
Larva_206,0.5
Larva_206,1.1875
Larva_206,0.375
Larva_206,0.125
Larva_206,0.3125
Larva_206,0.25
Larva_206,0.375
Larva_206,0.1875
Larva_206,0.5625
Larva_206,0.125
Larva_206,0.25
Larva_206,0.125
Larva_206,0.3125
Larva_206,0.125
Larva_206,0.4375
Larva_206,0.5625
Larva_206,0.4375
Larva_206,0.375
Larva_206,0.5625
Larva_206,0.4375
Larva_206,0.125
Larva_206,0.375
Larva_206,0.1875
Larva_206,0.3125
Larva_206,0.5625
Larva_206,0.375
Larva_206,0.125
Larva_206,0.4375
Larva_206,0.375
Larva_206,0.4375
Larva_206,0.3125
Larva_206,0.4375
Larva_206,0.375
Larva_206,0.1875
Larva_207,0.125
Larva_207,0.3125
Larva_207,0.25
Larva_207,0.125
Larva_207,0.125
Larva_207,0.125
Larva_207,0.1875
Larva_207,0.125
Larva_207,0.3125
Larva_207,0.3125
Larva_207,0.25
Larva_208,0.3125
Larva_208,0.125
Larva_208,0.4375
Larva_208,0.125
Larva_208,0.125
Larva_208,0.125
Larva_208,0.25
Larva_208,0.1875
Larva_208,0.125
Larva_208,0.375
Larva_208,0.4375
Larva_208,0.3125
Larva_208,0.3125
Larva_208,0.4375
Larva_208,0.875
Larva_208,0.1875
Larva_208,0.4375
Larva_209,0.6875
Larva_209,0.625
Larva_209,0.25
Larva_209,0.1875
Larva_209,0.125
Larva_209,0.125
Larva_210,0.3125
Larva_210,0.375
Larva_210,0.375
Larva_210,0.125
Larva_210,1.125
Larva_210,0.5625
Larva_210,0.1875
Larva_210,0.125
Larva_210,0.125
Larva_210,0.3125
Larva_210,0.1875
Larva_210,0.375
Larva_210,0.4375
Larva_210,0.375
Larva_210,0.25
Larva_210,0.3125
Larva_210,0.25
Larva_210,0.1875
Larva_210,0.4375
Larva_210,0.125
Larva_210,0.1875
Larva_210,0.125
Larva_210,0.125
Larva_210,0.25
Larva_210,0.125
Larva_210,0.3125
Larva_210,1.1875
Larva_210,0.125
Larva_210,0.1875
Larva_210,0.75
Larva_214,0.125
Larva_214,0.375
Larva_214,0.5625
Larva_214,0.25
Larva_214,0.125
Larva_214,0.125
Larva_214,0.375
Larva_214,0.25
Larva_214,0.125
Larva_214,0.375
Larva_214,0.125
Larva_214,0.1875
Larva_214,0.375
Larva_214,0.1875
Larva_214,0.3125
Larva_214,0.125
Larva_214,0.125
Larva_214,0.875
Larva_214,0.1875
Larva_214,0.125
Larva_214,0.125
Larva_214,0.125
Larva_214,1.0625
Larva_214,0.4375
Larva_214,0.25
Larva_214,0.125
Larva_214,0.1875
Larva_214,0.125
Larva_214,0.125
Larva_214,0.1875
Larva_214,0.125
Larva_215,0.5625
Larva_215,0.5
Larva_215,0.1875
Larva_215,0.5625
Larva_215,0.3125
Larva_215,0.6875
Larva_215,0.5625
Larva_215,0.125
Larva_215,0.1875
Larva_215,0.375
Larva_215,0.125
Larva_215,0.25
Larva_215,0.125
Larva_215,0.125
Larva_215,0.9375
Larva_215,0.875
Larva_215,0.5
Larva_215,1.1875
Larva_215,0.25
Larva_215,0.3125
Larva_215,0.625
Larva_215,0.25
Larva_215,0.4375
Larva_215,0.75
Larva_215,0.1875
Larva_215,0.1875
Larva_215,1.0625
Larva_215,0.5
Larva_215,0.9375
Larva_215,0.125
Larva_215,0.75
Larva_215,0.625
Larva_215,2.75
Larva_215,0.875
Larva_215,0.125
Larva_215,0.875
Larva_215,0.125
Larva_215,0.125
Larva_215,0.125
Larva_215,0.125
Larva_215,0.375
Larva_215,1.4375
Larva_215,1.3125
Larva_215,1.875
Larva_215,0.3125
Larva_215,0.125
Larva_215,0.1875
Larva_215,0.125
Larva_215,2.125
Larva_215,0.375
Larva_215,1.375
Larva_215,0.1875
Larva_215,1.375
Larva_215,0.25
Larva_215,0.25
Larva_215,0.3125
Larva_215,0.375
Larva_215,0.5625
Larva_215,0.1875
Larva_215,1.0
Larva_215,0.125
Larva_215,0.375
Larva_215,0.4375
Larva_215,0.25
Larva_215,0.1875
Larva_215,0.125
Larva_215,0.25
Larva_215,0.125
Larva_215,0.375
Larva_215,0.4375
Larva_215,0.6875
Larva_215,0.1875
Larva_215,0.25
Larva_215,0.125
Larva_215,0.25
Larva_217,0.5
Larva_217,0.5625
Larva_217,0.625
Larva_217,0.125
Larva_217,0.1875
Larva_217,2.125
Larva_217,1.0
Larva_217,0.3125
Larva_217,0.25
Larva_217,0.625
Larva_217,0.5
Larva_217,0.25
Larva_217,0.125
Larva_217,0.25
Larva_217,0.25
Larva_217,0.375
Larva_217,0.4375
Larva_217,0.6875
Larva_217,0.1875
Larva_217,2.0625
Larva_217,0.25
Larva_217,0.3125
Larva_217,0.6875
Larva_217,1.75
Larva_217,0.1875
Larva_217,0.6875
Larva_217,0.1875
Larva_217,0.625
Larva_217,0.6875
Larva_217,0.5625
Larva_217,0.5625
Larva_217,0.25
Larva_217,0.3125
Larva_217,0.5625
Larva_217,2.5
Larva_217,0.5
Larva_217,0.125
Larva_217,0.3125
Larva_217,0.8125
Larva_217,0.5625
Larva_217,0.25
Larva_217,0.1875
Larva_217,0.4375
Larva_217,0.125
Larva_217,0.75
Larva_217,0.375
Larva_217,1.6875
Larva_217,0.125
Larva_218,0.375
Larva_218,0.4375
Larva_218,1.0
Larva_218,0.3125
Larva_218,0.125
Larva_218,0.125
Larva_218,0.25
Larva_218,0.1875
Larva_218,0.1875
Larva_218,0.1875
Larva_218,0.125
Larva_218,0.125
Larva_218,0.875
Larva_218,0.125
Larva_218,0.125
Larva_218,0.375
Larva_218,0.125
Larva_218,0.3125
Larva_218,0.4375
Larva_218,0.25
Larva_218,0.125
Larva_218,0.125
Larva_218,0.3125
Larva_218,0.125
Larva_218,0.375
Larva_218,0.6875
Larva_218,0.1875
Larva_218,0.625
Larva_218,0.1875
Larva_218,0.125
Larva_218,0.125
Larva_218,0.125
Larva_218,0.125
Larva_218,0.25
Larva_218,0.625
Larva_218,0.25
Larva_218,0.1875
Larva_218,0.5625
Larva_218,0.375
Larva_218,0.125
Larva_218,0.4375
Larva_218,0.125
Larva_218,1.0
Larva_218,0.125
Larva_218,0.5625
Larva_218,0.125
Larva_218,0.25
Larva_218,0.625
Larva_218,0.125
Larva_218,1.125
Larva_22,0.3125
Larva_22,0.625
Larva_22,0.1875
Larva_22,0.25
Larva_22,0.125
Larva_22,1.1875
Larva_22,0.25
Larva_22,0.25
Larva_22,0.4375
Larva_22,0.1875
Larva_22,0.25
Larva_22,0.125
Larva_22,0.5
Larva_22,0.125
Larva_22,0.125
Larva_22,0.1875
Larva_22,0.1875
Larva_22,0.125
Larva_22,0.125
Larva_22,0.25
Larva_22,0.1875
Larva_22,0.125
Larva_22,0.1875
Larva_22,0.4375
Larva_22,0.375
Larva_22,0.1875
Larva_22,0.125
Larva_22,0.3125
Larva_22,0.125
Larva_22,0.25
Larva_22,0.1875
Larva_22,0.1875
Larva_22,0.25
Larva_22,0.25
Larva_22,0.1875
Larva_22,0.125
Larva_22,0.25
Larva_22,0.1875
Larva_22,0.4375
Larva_22,0.3125
Larva_22,0.1875
Larva_22,0.125
Larva_22,0.9375
Larva_22,0.25
Larva_22,0.125
Larva_223,0.3125
Larva_223,0.3125
Larva_223,0.4375
Larva_223,0.375
Larva_223,0.25
Larva_223,0.4375
Larva_223,0.6875
Larva_223,0.375
Larva_223,0.5625
Larva_223,0.3125
Larva_224,0.375
Larva_224,0.1875
Larva_224,1.8125
Larva_224,0.1875
Larva_224,0.125
Larva_224,0.5
Larva_224,0.5
Larva_226,0.9375
Larva_226,0.25
Larva_226,0.1875
Larva_226,0.125
Larva_226,0.75
Larva_226,0.5
Larva_226,0.125
Larva_226,0.125
Larva_226,0.1875
Larva_226,0.125
Larva_226,0.125
Larva_226,0.125
Larva_226,0.125
Larva_226,0.125
Larva_226,1.0
Larva_226,0.375
Larva_226,0.4375
Larva_226,0.125
Larva_226,0.125
Larva_226,0.75
Larva_226,0.5
Larva_226,0.1875
Larva_226,0.25
Larva_226,2.8125
Larva_226,0.125
Larva_228,0.375
Larva_228,0.125
Larva_228,0.25
Larva_228,0.1875
Larva_228,0.1875
Larva_228,0.1875
Larva_228,0.125
Larva_228,0.4375
Larva_228,0.125
Larva_228,0.8125
Larva_228,0.1875
Larva_228,0.125
Larva_228,0.3125
Larva_228,0.125
Larva_229,0.25
Larva_229,0.375
Larva_229,0.9375
Larva_229,0.25
Larva_229,0.1875
Larva_229,0.125
Larva_229,0.25
Larva_229,0.1875
Larva_229,0.125
Larva_229,0.1875
Larva_229,0.1875
Larva_229,0.1875
Larva_229,0.1875
Larva_229,0.25
Larva_23,0.125
Larva_23,0.4375
Larva_23,0.8125
Larva_23,0.3125
Larva_23,0.3125
Larva_23,0.6875
Larva_23,0.125
Larva_23,0.3125
Larva_23,0.3125
Larva_23,0.125
Larva_23,0.4375
Larva_23,0.375
Larva_23,0.1875
Larva_23,0.125
Larva_23,0.125
Larva_23,0.375
Larva_23,0.1875
Larva_23,0.3125
Larva_23,0.25
Larva_23,0.375
Larva_23,0.3125
Larva_23,0.4375
Larva_23,0.4375
Larva_23,0.125
Larva_23,1.25
Larva_23,0.25
Larva_23,0.1875
Larva_23,0.25
Larva_230,0.125
Larva_230,0.5625
Larva_230,0.3125
Larva_230,0.125
Larva_230,0.25
Larva_230,0.3125
Larva_230,0.375
Larva_230,1.3125
Larva_230,0.3125
Larva_230,0.125
Larva_230,0.1875
Larva_231,0.125
Larva_231,0.25
Larva_231,0.1875
Larva_233,0.3125
Larva_233,0.3125
Larva_233,0.125
Larva_233,0.9375
Larva_233,0.3125
Larva_233,0.375
Larva_233,0.125
Larva_233,0.3125
Larva_233,0.25
Larva_233,0.8125
Larva_233,0.5625
Larva_233,0.125
Larva_233,0.25
Larva_233,0.4375
Larva_233,1.4375
Larva_233,0.25
Larva_234,0.1875
Larva_234,0.625
Larva_234,0.375
Larva_234,0.125
Larva_234,0.125
Larva_234,0.625
Larva_234,0.125
Larva_234,0.4375
Larva_234,1.1875
Larva_234,0.5
Larva_234,0.125
Larva_234,2.0625
Larva_234,0.1875
Larva_234,0.125
Larva_234,0.125
Larva_234,0.875
Larva_234,0.125
Larva_234,0.125
Larva_234,0.1875
Larva_234,0.4375
Larva_234,0.1875
Larva_236,0.75
Larva_236,0.375
Larva_236,0.125
Larva_236,0.3125
Larva_236,0.1875
Larva_236,0.25
Larva_236,0.1875
Larva_236,0.5625
Larva_236,0.125
Larva_236,1.6875
Larva_236,0.1875
Larva_236,0.125
Larva_236,0.125
Larva_236,0.3125
Larva_236,0.1875
Larva_236,0.375
Larva_236,0.9375
Larva_236,0.1875
Larva_236,0.125
Larva_236,0.375
Larva_236,0.125
Larva_236,0.3125
Larva_236,0.125
Larva_236,0.1875
Larva_236,0.3125
Larva_236,0.25
Larva_236,0.3125
Larva_236,0.125
Larva_236,0.6875
Larva_236,1.125
Larva_236,0.3125
Larva_236,0.3125
Larva_236,0.125
Larva_236,0.625
Larva_236,0.25
Larva_236,0.5625
Larva_236,1.25
Larva_236,0.25
Larva_238,0.125
Larva_238,0.125
Larva_238,0.125
Larva_238,0.25
Larva_238,0.1875
Larva_238,0.1875
Larva_238,0.625
Larva_238,0.1875
Larva_238,0.125
Larva_238,0.125
Larva_238,0.1875
Larva_240,0.125
Larva_240,0.9375
Larva_240,0.125
Larva_240,0.125
Larva_240,0.6875
Larva_240,0.3125
Larva_240,0.5625
Larva_240,0.125
Larva_240,0.125
Larva_240,0.1875
Larva_240,0.875
Larva_240,0.5625
Larva_240,0.5
Larva_240,0.3125
Larva_240,0.3125
Larva_240,0.1875
Larva_240,0.5
Larva_240,0.125
Larva_240,0.125
Larva_240,0.125
Larva_240,0.125
Larva_240,0.5625
Larva_240,0.1875
Larva_240,0.5
Larva_241,0.125
Larva_241,0.5625
Larva_241,0.1875
Larva_241,0.5625
Larva_241,0.3125
Larva_241,1.1875
Larva_241,0.3125
Larva_241,0.125
Larva_241,0.625
Larva_241,0.125
Larva_241,0.3125
Larva_241,1.1875
Larva_241,1.3125
Larva_241,3.1875
Larva_241,0.5
Larva_241,0.25
Larva_241,1.625
Larva_241,0.25
Larva_241,0.125
Larva_241,0.3125
Larva_241,1.0
Larva_243,0.3125
Larva_243,2.625
Larva_243,0.9375
Larva_243,0.5
Larva_243,0.9375
Larva_243,0.25
Larva_243,0.4375
Larva_243,1.1875
Larva_243,0.1875
Larva_243,0.4375
Larva_243,0.25
Larva_243,0.1875
Larva_243,0.5
Larva_243,0.125
Larva_243,0.5
Larva_243,0.25
Larva_243,0.5625
Larva_243,1.4375
Larva_243,1.0625
Larva_243,0.125
Larva_243,0.3125
Larva_243,0.3125
Larva_243,1.75
Larva_243,0.5
Larva_243,1.4375
Larva_243,0.125
Larva_243,0.3125
Larva_243,0.1875
Larva_243,1.0
Larva_243,0.6875
Larva_243,0.5625
Larva_243,1.3125
Larva_243,0.1875
Larva_243,0.1875
Larva_243,0.25
Larva_243,0.1875
Larva_243,1.25
Larva_244,0.1875
Larva_244,0.3125
Larva_244,0.6875
Larva_244,0.5
Larva_244,0.4375
Larva_244,0.125
Larva_244,0.3125
Larva_244,0.3125
Larva_244,0.6875
Larva_244,0.125
Larva_244,0.3125
Larva_244,0.25
Larva_244,0.875
Larva_244,0.125
Larva_244,0.125
Larva_244,0.5
Larva_244,0.25
Larva_244,0.1875
Larva_244,0.75
Larva_244,0.3125
Larva_244,2.0
Larva_244,0.25
Larva_244,0.5625
Larva_244,0.5625
Larva_244,0.3125
Larva_244,0.25
Larva_244,0.375
Larva_244,0.3125
Larva_244,0.1875
Larva_244,0.125
Larva_244,1.4375
Larva_244,0.125
Larva_244,0.625
Larva_244,0.375
Larva_244,0.5625
Larva_244,1.0
Larva_244,0.1875
Larva_244,1.6875
Larva_244,0.125
Larva_244,0.625
Larva_244,1.6875
Larva_244,0.5
Larva_244,0.5
Larva_244,1.5
Larva_244,1.375
Larva_244,0.25
Larva_244,0.3125
Larva_244,0.25
Larva_244,0.5625
Larva_245,0.125
Larva_245,0.75
Larva_245,0.125
Larva_245,0.125
Larva_245,0.875
Larva_245,0.75
Larva_245,0.1875
Larva_245,0.375
Larva_245,0.8125
Larva_245,0.125
Larva_245,0.125
Larva_245,0.125
Larva_245,0.125
Larva_245,0.125
Larva_245,0.125
Larva_246,0.1875
Larva_246,0.25
Larva_246,0.5625
Larva_246,0.125
Larva_246,0.25
Larva_246,0.3125
Larva_246,0.6875
Larva_246,0.5625
Larva_246,0.125
Larva_246,0.1875
Larva_246,0.25
Larva_246,0.1875
Larva_246,0.6875
Larva_246,0.125
Larva_246,0.1875
Larva_246,0.125
Larva_246,0.25
Larva_246,0.25
Larva_246,0.5625
Larva_246,0.125
Larva_246,0.25
Larva_246,0.1875
Larva_246,0.125
Larva_246,0.125
Larva_246,0.4375
Larva_246,0.125
Larva_246,0.75
Larva_246,0.25
Larva_246,0.25
Larva_246,0.125
Larva_250,0.1875
Larva_250,0.9375
Larva_250,0.8125
Larva_250,0.125
Larva_250,0.75
Larva_250,0.8125
Larva_250,0.125
Larva_250,0.125
Larva_250,0.375
Larva_250,0.6875
Larva_250,1.9375
Larva_250,0.8125
Larva_250,0.375
Larva_250,1.375
Larva_250,0.1875
Larva_250,0.125
Larva_250,1.3125
Larva_250,0.1875
Larva_250,0.625
Larva_250,0.25
Larva_250,0.25
Larva_250,0.6875
Larva_250,0.25
Larva_250,0.1875
Larva_250,0.3125
Larva_250,0.3125
Larva_250,0.3125
Larva_250,0.5625
Larva_250,0.875
Larva_250,0.375
Larva_250,0.5625
Larva_250,0.5
Larva_250,0.5625
Larva_250,0.1875
Larva_250,0.375
Larva_250,0.125
Larva_250,2.25
Larva_250,0.25
Larva_250,0.25
Larva_253,0.125
Larva_253,1.25
Larva_253,1.125
Larva_253,0.1875
Larva_253,0.125
Larva_253,0.1875
Larva_253,0.3125
Larva_253,0.125
Larva_253,0.125
Larva_253,0.3125
Larva_253,0.5625
Larva_253,0.375
Larva_253,0.1875
Larva_253,0.125
Larva_253,0.1875
Larva_253,0.3125
Larva_253,0.1875
Larva_253,0.1875
Larva_253,0.1875
Larva_253,0.125
Larva_253,0.6875
Larva_253,1.0625
Larva_253,0.25
Larva_253,0.125
Larva_253,0.125
Larva_253,0.1875
Larva_253,0.25
Larva_253,0.5625
Larva_253,0.875
Larva_253,1.125
Larva_253,2.0625
