AgentID,stridechain_length
Larva_166,7.0
Larva_166,2.0
Larva_166,7.0
Larva_166,18.0
Larva_166,4.0
Larva_166,13.0
Larva_166,21.0
Larva_166,11.0
Larva_167,3.0
Larva_167,60.0
Larva_167,1.0
Larva_167,19.0
Larva_167,2.0
Larva_167,4.0
Larva_167,3.0
Larva_167,71.0
Larva_167,12.0
Larva_167,5.0
Larva_167,38.0
Larva_168,6.0
Larva_168,1.0
Larva_168,19.0
Larva_168,4.0
Larva_168,9.0
Larva_168,4.0
Larva_168,13.0
Larva_168,6.0
Larva_168,19.0
Larva_168,8.0
Larva_168,2.0
Larva_168,4.0
Larva_168,8.0
Larva_168,1.0
Larva_168,17.0
Larva_168,3.0
Larva_168,46.0
Larva_168,4.0
Larva_168,16.0
Larva_168,11.0
Larva_168,9.0
Larva_168,2.0
Larva_170,43.0
Larva_170,22.0
Larva_170,6.0
Larva_170,48.0
Larva_170,21.0
Larva_170,45.0
Larva_170,2.0
Larva_171,2.0
Larva_171,2.0
Larva_171,1.0
Larva_171,1.0
Larva_171,22.0
Larva_171,10.0
Larva_171,4.0
Larva_171,11.0
Larva_171,1.0
Larva_171,6.0
Larva_171,2.0
Larva_171,14.0
Larva_171,12.0
Larva_171,1.0
Larva_171,1.0
Larva_171,4.0
Larva_171,2.0
Larva_171,3.0
Larva_171,25.0
Larva_171,2.0
Larva_171,2.0
Larva_171,3.0
Larva_171,62.0
Larva_172,49.0
Larva_172,32.0
Larva_172,10.0
Larva_172,16.0
Larva_172,23.0
Larva_172,6.0
Larva_172,33.0
Larva_172,3.0
Larva_172,1.0
Larva_172,27.0
Larva_172,3.0
Larva_172,11.0
Larva_172,6.0
Larva_172,2.0
Larva_173,7.0
Larva_173,6.0
Larva_173,1.0
Larva_173,22.0
Larva_173,2.0
Larva_173,17.0
Larva_173,3.0
Larva_173,1.0
Larva_173,1.0
Larva_173,1.0
Larva_173,15.0
Larva_173,1.0
Larva_173,3.0
Larva_173,7.0
Larva_173,2.0
Larva_173,12.0
Larva_173,2.0
Larva_173,1.0
Larva_173,2.0
Larva_173,1.0
Larva_173,10.0
Larva_173,47.0
Larva_173,9.0
Larva_173,4.0
Larva_173,1.0
Larva_173,3.0
Larva_173,1.0
Larva_174,2.0
Larva_174,16.0
Larva_174,125.0
Larva_174,23.0
Larva_174,9.0
Larva_174,4.0
Larva_174,6.0
Larva_174,5.0
Larva_174,37.0
Larva_174,1.0
Larva_175,44.0
Larva_175,13.0
Larva_175,4.0
Larva_175,15.0
Larva_175,6.0
Larva_175,38.0
Larva_175,13.0
Larva_175,7.0
Larva_175,32.0
Larva_175,81.0
Larva_177,1.0
Larva_177,55.0
Larva_177,57.0
Larva_177,8.0
Larva_177,5.0
Larva_177,16.0
Larva_177,55.0
Larva_177,12.0
Larva_177,4.0
Larva_177,6.0
Larva_177,7.0
Larva_178,5.0
Larva_178,4.0
Larva_178,7.0
Larva_178,1.0
Larva_178,5.0
Larva_178,1.0
Larva_178,2.0
Larva_178,13.0
Larva_178,1.0
Larva_178,1.0
Larva_178,3.0
Larva_178,6.0
Larva_178,3.0
Larva_178,4.0
Larva_178,2.0
Larva_178,8.0
Larva_178,3.0
Larva_178,1.0
Larva_178,1.0
Larva_178,1.0
Larva_178,10.0
Larva_178,16.0
Larva_178,40.0
Larva_178,4.0
Larva_178,1.0
Larva_178,5.0
Larva_178,10.0
Larva_178,1.0
Larva_178,6.0
Larva_178,2.0
Larva_178,2.0
Larva_178,2.0
Larva_178,2.0
Larva_178,4.0
Larva_178,4.0
Larva_178,4.0
Larva_178,1.0
Larva_179,8.0
Larva_179,5.0
Larva_179,1.0
Larva_179,10.0
Larva_179,2.0
Larva_179,11.0
Larva_179,4.0
Larva_179,45.0
Larva_179,5.0
Larva_179,2.0
Larva_179,1.0
Larva_179,19.0
Larva_179,13.0
Larva_179,2.0
Larva_179,3.0
Larva_179,2.0
Larva_179,7.0
Larva_179,4.0
Larva_179,8.0
Larva_179,2.0
Larva_179,6.0
Larva_179,14.0
Larva_179,3.0
Larva_179,4.0
Larva_179,4.0
Larva_179,2.0
Larva_18,1.0
Larva_18,1.0
Larva_18,1.0
Larva_18,1.0
Larva_18,3.0
Larva_18,3.0
Larva_18,3.0
Larva_18,4.0
Larva_18,2.0
Larva_18,1.0
Larva_18,1.0
Larva_18,1.0
Larva_18,1.0
Larva_18,2.0
Larva_18,1.0
Larva_18,1.0
Larva_18,3.0
Larva_18,1.0
Larva_18,3.0
Larva_18,10.0
Larva_18,16.0
Larva_18,1.0
Larva_18,1.0
Larva_18,1.0
Larva_18,1.0
Larva_18,4.0
Larva_18,5.0
Larva_18,1.0
Larva_18,18.0
Larva_18,1.0
Larva_18,2.0
Larva_18,3.0
Larva_18,1.0
Larva_18,1.0
Larva_18,1.0
Larva_18,4.0
Larva_18,1.0
Larva_18,1.0
Larva_18,3.0
Larva_18,3.0
Larva_18,1.0
Larva_18,2.0
Larva_18,1.0
Larva_18,4.0
Larva_18,2.0
Larva_18,4.0
Larva_18,1.0
Larva_18,3.0
Larva_18,1.0
Larva_180,1.0
Larva_180,4.0
Larva_180,14.0
Larva_180,6.0
Larva_180,3.0
Larva_180,2.0
Larva_180,5.0
Larva_180,30.0
Larva_180,2.0
Larva_180,24.0
Larva_180,8.0
Larva_180,8.0
Larva_180,13.0
Larva_180,25.0
Larva_180,12.0
Larva_180,6.0
Larva_180,1.0
Larva_180,1.0
Larva_180,7.0
Larva_180,3.0
Larva_180,10.0
Larva_180,1.0
Larva_180,2.0
Larva_181,2.0
Larva_181,2.0
Larva_181,11.0
Larva_181,35.0
Larva_181,11.0
Larva_181,6.0
Larva_181,14.0
Larva_181,1.0
Larva_181,2.0
Larva_181,19.0
Larva_181,1.0
Larva_181,11.0
Larva_181,7.0
Larva_181,4.0
Larva_181,9.0
Larva_181,2.0
Larva_181,1.0
Larva_181,4.0
Larva_181,5.0
Larva_181,7.0
Larva_181,4.0
Larva_181,3.0
Larva_181,8.0
Larva_181,1.0
Larva_181,2.0
Larva_181,18.0
Larva_181,2.0
Larva_181,2.0
Larva_181,7.0
Larva_181,1.0
Larva_182,4.0
Larva_182,20.0
Larva_182,20.0
Larva_182,6.0
Larva_182,4.0
Larva_182,8.0
Larva_182,32.0
Larva_182,31.0
Larva_182,11.0
Larva_182,66.0
Larva_182,5.0
Larva_182,7.0
Larva_182,9.0
Larva_182,17.0
Larva_183,25.0
Larva_183,42.0
Larva_183,9.0
Larva_183,3.0
Larva_183,28.0
Larva_183,6.0
Larva_183,3.0
Larva_183,5.0
Larva_183,11.0
Larva_183,46.0
Larva_183,15.0
Larva_183,25.0
Larva_184,5.0
Larva_184,2.0
Larva_184,7.0
Larva_184,13.0
Larva_184,2.0
Larva_184,1.0
Larva_184,9.0
Larva_184,1.0
Larva_184,5.0
Larva_184,7.0
Larva_184,9.0
Larva_184,2.0
Larva_184,4.0
Larva_184,10.0
Larva_184,4.0
Larva_184,2.0
Larva_184,11.0
Larva_184,1.0
Larva_184,2.0
Larva_184,8.0
Larva_184,5.0
Larva_184,2.0
Larva_184,1.0
Larva_184,1.0
Larva_184,2.0
Larva_184,3.0
Larva_184,4.0
Larva_184,8.0
Larva_184,2.0
Larva_184,5.0
Larva_184,2.0
Larva_184,1.0
Larva_184,1.0
Larva_184,15.0
Larva_184,1.0
Larva_184,2.0
Larva_184,4.0
Larva_184,2.0
Larva_184,3.0
Larva_184,5.0
Larva_184,2.0
Larva_185,2.0
Larva_185,3.0
Larva_185,2.0
Larva_185,4.0
Larva_185,9.0
Larva_185,1.0
Larva_185,1.0
Larva_185,4.0
Larva_185,5.0
Larva_185,2.0
Larva_185,5.0
Larva_185,28.0
Larva_185,44.0
Larva_185,3.0
Larva_185,3.0
Larva_185,11.0
Larva_185,2.0
Larva_185,11.0
Larva_185,8.0
Larva_185,3.0
Larva_185,3.0
Larva_185,4.0
Larva_185,13.0
Larva_185,4.0
Larva_185,8.0
Larva_186,1.0
Larva_186,4.0
Larva_186,21.0
Larva_186,4.0
Larva_186,4.0
Larva_186,1.0
Larva_186,17.0
Larva_186,4.0
Larva_186,39.0
Larva_186,6.0
Larva_186,1.0
Larva_186,9.0
Larva_186,16.0
Larva_186,1.0
Larva_186,2.0
Larva_186,15.0
Larva_186,1.0
Larva_186,2.0
Larva_186,3.0
Larva_186,14.0
Larva_186,27.0
Larva_186,6.0
Larva_186,4.0
Larva_186,1.0
Larva_187,49.0
Larva_187,129.0
Larva_187,25.0
Larva_187,5.0
Larva_188,2.0
Larva_188,1.0
Larva_188,22.0
Larva_188,5.0
Larva_188,16.0
Larva_188,4.0
Larva_188,56.0
Larva_188,7.0
Larva_188,4.0
Larva_188,2.0
Larva_188,3.0
Larva_188,1.0
Larva_188,5.0
Larva_188,12.0
Larva_188,15.0
Larva_188,1.0
Larva_188,4.0
Larva_188,6.0
Larva_188,1.0
Larva_188,2.0
Larva_188,6.0
Larva_188,4.0
Larva_188,15.0
Larva_188,3.0
Larva_188,12.0
Larva_188,1.0
Larva_188,1.0
Larva_188,2.0
Larva_189,29.0
Larva_189,12.0
Larva_189,1.0
Larva_189,13.0
Larva_189,45.0
Larva_189,14.0
Larva_189,5.0
Larva_189,1.0
Larva_189,6.0
Larva_189,9.0
Larva_189,23.0
Larva_189,3.0
Larva_189,10.0
Larva_189,18.0
Larva_19,4.0
Larva_19,5.0
Larva_19,3.0
Larva_19,9.0
Larva_19,23.0
Larva_19,4.0
Larva_19,3.0
Larva_19,3.0
Larva_19,3.0
Larva_19,1.0
Larva_19,7.0
Larva_19,6.0
Larva_19,12.0
Larva_19,3.0
Larva_19,3.0
Larva_19,5.0
Larva_19,6.0
Larva_19,1.0
Larva_19,9.0
Larva_19,2.0
Larva_19,8.0
Larva_19,1.0
Larva_19,3.0
Larva_19,3.0
Larva_19,1.0
Larva_19,2.0
Larva_19,1.0
Larva_19,7.0
Larva_19,5.0
Larva_19,2.0
Larva_19,1.0
Larva_19,11.0
Larva_19,2.0
Larva_19,10.0
Larva_190,19.0
Larva_190,40.0
Larva_190,6.0
Larva_190,26.0
Larva_190,12.0
Larva_190,37.0
Larva_190,43.0
Larva_190,23.0
Larva_190,7.0
Larva_191,39.0
Larva_191,139.0
Larva_191,58.0
Larva_191,1.0
Larva_192,84.0
Larva_192,37.0
Larva_192,18.0
Larva_192,34.0
Larva_195,41.0
Larva_195,8.0
Larva_195,6.0
Larva_195,8.0
Larva_195,3.0
Larva_195,61.0
Larva_195,7.0
Larva_195,3.0
Larva_195,8.0
Larva_195,14.0
Larva_195,3.0
Larva_196,63.0
Larva_196,1.0
Larva_196,44.0
Larva_196,17.0
Larva_196,82.0
Larva_197,2.0
Larva_197,21.0
Larva_197,11.0
Larva_197,13.0
Larva_197,16.0
Larva_197,17.0
Larva_197,22.0
Larva_197,70.0
Larva_197,9.0
Larva_197,34.0
Larva_198,1.0
Larva_198,37.0
Larva_198,11.0
Larva_198,2.0
Larva_198,5.0
Larva_198,16.0
Larva_198,13.0
Larva_198,5.0
Larva_198,6.0
Larva_198,6.0
Larva_198,4.0
Larva_198,1.0
Larva_198,50.0
Larva_198,23.0
Larva_198,3.0
Larva_198,6.0
Larva_198,8.0
Larva_2,31.0
Larva_2,5.0
Larva_2,7.0
Larva_2,28.0
Larva_2,60.0
Larva_2,2.0
Larva_2,19.0
Larva_2,2.0
Larva_2,4.0
Larva_2,16.0
Larva_2,9.0
Larva_2,13.0
Larva_2,21.0
Larva_2,10.0
Larva_2,17.0
Larva_2,5.0
Larva_2,1.0
Larva_20,4.0
Larva_20,26.0
Larva_20,33.0
Larva_20,10.0
Larva_20,89.0
Larva_20,41.0
Larva_20,31.0
Larva_201,5.0
Larva_201,6.0
Larva_201,2.0
Larva_201,1.0
Larva_201,3.0
Larva_201,16.0
Larva_201,6.0
Larva_201,14.0
Larva_201,13.0
Larva_201,10.0
Larva_201,3.0
Larva_201,6.0
Larva_201,27.0
Larva_201,6.0
Larva_201,1.0
Larva_201,3.0
Larva_201,1.0
Larva_201,7.0
Larva_201,2.0
Larva_201,2.0
Larva_201,1.0
Larva_201,5.0
Larva_201,7.0
Larva_201,3.0
Larva_201,6.0
Larva_201,9.0
Larva_201,10.0
Larva_201,9.0
Larva_201,1.0
Larva_201,2.0
Larva_201,3.0
Larva_201,4.0
Larva_201,7.0
Larva_201,5.0
Larva_201,2.0
Larva_202,53.0
Larva_202,7.0
Larva_202,20.0
Larva_202,3.0
Larva_202,1.0
Larva_202,22.0
Larva_202,16.0
Larva_202,3.0
Larva_202,8.0
Larva_202,14.0
Larva_202,34.0
Larva_202,2.0
Larva_202,12.0
Larva_202,4.0
Larva_202,6.0
Larva_202,12.0
Larva_202,3.0
Larva_202,1.0
Larva_202,18.0
Larva_203,5.0
Larva_203,1.0
Larva_203,4.0
Larva_203,1.0
Larva_203,12.0
Larva_203,4.0
Larva_203,4.0
Larva_203,3.0
Larva_203,4.0
Larva_203,4.0
Larva_203,4.0
Larva_203,17.0
Larva_203,10.0
Larva_203,11.0
Larva_203,5.0
Larva_203,34.0
Larva_203,2.0
Larva_203,6.0
Larva_203,12.0
Larva_203,8.0
Larva_203,24.0
Larva_203,5.0
Larva_203,7.0
Larva_203,1.0
Larva_203,4.0
Larva_203,1.0
Larva_203,7.0
Larva_203,2.0
Larva_203,5.0
Larva_203,12.0
Larva_203,12.0
Larva_203,4.0
Larva_205,6.0
Larva_205,5.0
Larva_205,3.0
Larva_205,3.0
Larva_205,8.0
Larva_205,9.0
Larva_205,12.0
Larva_205,4.0
Larva_205,5.0
Larva_205,5.0
Larva_205,2.0
Larva_205,2.0
Larva_205,13.0
Larva_205,2.0
Larva_205,11.0
Larva_205,12.0
Larva_205,2.0
Larva_205,7.0
Larva_205,1.0
Larva_205,9.0
Larva_205,4.0
Larva_205,9.0
Larva_205,1.0
Larva_205,3.0
Larva_205,9.0
Larva_205,1.0
Larva_205,1.0
Larva_205,1.0
Larva_205,9.0
Larva_205,28.0
Larva_205,4.0
Larva_205,2.0
Larva_205,6.0
Larva_205,14.0
Larva_206,11.0
Larva_206,3.0
Larva_206,6.0
Larva_206,13.0
Larva_206,6.0
Larva_206,6.0
Larva_206,2.0
Larva_206,1.0
Larva_206,8.0
Larva_206,81.0
Larva_206,3.0
Larva_206,22.0
Larva_206,1.0
Larva_206,3.0
Larva_206,5.0
Larva_206,3.0
Larva_206,10.0
Larva_206,2.0
Larva_206,1.0
Larva_206,2.0
Larva_206,1.0
Larva_206,2.0
Larva_206,5.0
Larva_206,6.0
Larva_206,5.0
Larva_206,12.0
Larva_206,12.0
Larva_206,1.0
Larva_207,2.0
Larva_207,10.0
Larva_207,3.0
Larva_207,2.0
Larva_207,1.0
Larva_207,4.0
Larva_207,10.0
Larva_207,2.0
Larva_207,8.0
Larva_207,19.0
Larva_207,38.0
Larva_207,7.0
Larva_207,4.0
Larva_207,3.0
Larva_207,21.0
Larva_207,4.0
Larva_207,1.0
Larva_207,19.0
Larva_207,5.0
Larva_207,3.0
Larva_207,8.0
Larva_207,7.0
Larva_207,19.0
Larva_208,6.0
Larva_208,4.0
Larva_208,12.0
Larva_208,2.0
Larva_208,1.0
Larva_208,3.0
Larva_208,1.0
Larva_208,10.0
Larva_208,21.0
Larva_208,6.0
Larva_208,5.0
Larva_208,2.0
Larva_208,3.0
Larva_208,1.0
Larva_208,5.0
Larva_208,2.0
Larva_208,6.0
Larva_208,2.0
Larva_208,1.0
Larva_208,1.0
Larva_208,7.0
Larva_208,1.0
Larva_208,1.0
Larva_208,47.0
Larva_208,3.0
Larva_208,4.0
Larva_208,2.0
Larva_208,1.0
Larva_208,1.0
Larva_208,19.0
Larva_208,1.0
Larva_208,5.0
Larva_208,1.0
Larva_209,131.0
Larva_209,2.0
Larva_209,12.0
Larva_209,13.0
Larva_209,3.0
Larva_209,1.0
Larva_209,1.0
Larva_209,21.0
Larva_209,40.0
Larva_209,27.0
Larva_210,8.0
Larva_210,1.0
Larva_210,9.0
Larva_210,2.0
Larva_210,3.0
Larva_210,2.0
Larva_210,16.0
Larva_210,11.0
Larva_210,4.0
Larva_210,9.0
Larva_210,1.0
Larva_210,1.0
Larva_210,3.0
Larva_210,1.0
Larva_210,3.0
Larva_210,1.0
Larva_210,1.0
Larva_210,4.0
Larva_210,2.0
Larva_210,1.0
Larva_210,1.0
Larva_210,4.0
Larva_210,5.0
Larva_210,9.0
Larva_210,11.0
Larva_210,3.0
Larva_210,3.0
Larva_210,11.0
Larva_210,5.0
Larva_210,18.0
Larva_210,4.0
Larva_210,3.0
Larva_210,10.0
Larva_210,1.0
Larva_210,3.0
Larva_210,3.0
Larva_210,2.0
Larva_214,6.0
Larva_214,13.0
Larva_214,13.0
Larva_214,6.0
Larva_214,7.0
Larva_214,1.0
Larva_214,1.0
Larva_214,2.0
Larva_214,1.0
Larva_214,1.0
Larva_214,4.0
Larva_214,6.0
Larva_214,1.0
Larva_214,4.0
Larva_214,1.0
Larva_214,6.0
Larva_214,3.0
Larva_214,2.0
Larva_214,5.0
Larva_214,21.0
Larva_214,1.0
Larva_214,7.0
Larva_214,6.0
Larva_214,2.0
Larva_214,19.0
Larva_214,1.0
Larva_214,2.0
Larva_214,1.0
Larva_214,1.0
Larva_214,1.0
Larva_214,5.0
Larva_214,1.0
Larva_214,1.0
Larva_214,4.0
Larva_214,24.0
Larva_214,1.0
Larva_214,1.0
Larva_215,1.0
Larva_215,1.0
Larva_215,4.0
Larva_215,2.0
Larva_215,7.0
Larva_215,3.0
Larva_215,1.0
Larva_215,1.0
Larva_215,1.0
Larva_215,1.0
Larva_215,2.0
Larva_215,2.0
Larva_215,3.0
Larva_215,2.0
Larva_215,1.0
Larva_215,3.0
Larva_215,5.0
Larva_215,1.0
Larva_215,3.0
Larva_215,1.0
Larva_215,1.0
Larva_215,1.0
Larva_215,1.0
Larva_215,3.0
Larva_215,10.0
Larva_215,1.0
Larva_215,3.0
Larva_215,3.0
Larva_215,1.0
Larva_215,4.0
Larva_215,2.0
Larva_215,1.0
Larva_215,4.0
Larva_215,7.0
Larva_215,1.0
Larva_215,2.0
Larva_215,2.0
Larva_215,2.0
Larva_215,3.0
Larva_215,2.0
Larva_215,1.0
Larva_215,4.0
Larva_215,1.0
Larva_215,10.0
Larva_215,1.0
Larva_215,4.0
Larva_215,1.0
Larva_215,1.0
Larva_215,1.0
Larva_215,4.0
Larva_215,3.0
Larva_215,3.0
Larva_215,2.0
Larva_215,9.0
Larva_217,1.0
Larva_217,9.0
Larva_217,6.0
Larva_217,1.0
Larva_217,2.0
Larva_217,8.0
Larva_217,5.0
Larva_217,1.0
Larva_217,7.0
Larva_217,5.0
Larva_217,2.0
Larva_217,1.0
Larva_217,1.0
Larva_217,2.0
Larva_217,6.0
Larva_217,3.0
Larva_217,15.0
Larva_217,1.0
Larva_217,2.0
Larva_217,2.0
Larva_217,2.0
Larva_217,1.0
Larva_217,2.0
Larva_217,5.0
Larva_217,2.0
Larva_217,19.0
Larva_217,13.0
Larva_217,1.0
Larva_217,8.0
Larva_217,5.0
Larva_217,2.0
Larva_217,1.0
Larva_217,1.0
Larva_217,9.0
Larva_217,2.0
Larva_218,4.0
Larva_218,7.0
Larva_218,2.0
Larva_218,8.0
Larva_218,5.0
Larva_218,1.0
Larva_218,1.0
Larva_218,2.0
Larva_218,1.0
Larva_218,10.0
Larva_218,2.0
Larva_218,4.0
Larva_218,2.0
Larva_218,1.0
Larva_218,1.0
Larva_218,3.0
Larva_218,2.0
Larva_218,1.0
Larva_218,1.0
Larva_218,1.0
Larva_218,4.0
Larva_218,1.0
Larva_218,1.0
Larva_218,1.0
Larva_218,7.0
Larva_218,3.0
Larva_218,4.0
Larva_218,1.0
Larva_218,7.0
Larva_218,1.0
Larva_218,1.0
Larva_218,1.0
Larva_218,2.0
Larva_218,4.0
Larva_218,6.0
Larva_218,7.0
Larva_218,2.0
Larva_218,10.0
Larva_218,1.0
Larva_218,5.0
Larva_218,1.0
Larva_218,3.0
Larva_218,4.0
Larva_218,1.0
Larva_218,1.0
Larva_218,5.0
Larva_218,2.0
Larva_218,2.0
Larva_218,1.0
Larva_218,4.0
Larva_218,1.0
Larva_22,2.0
Larva_22,3.0
Larva_22,4.0
Larva_22,3.0
Larva_22,2.0
Larva_22,4.0
Larva_22,6.0
Larva_22,1.0
Larva_22,3.0
Larva_22,1.0
Larva_22,2.0
Larva_22,6.0
Larva_22,14.0
Larva_22,2.0
Larva_22,5.0
Larva_22,2.0
Larva_22,5.0
Larva_22,5.0
Larva_22,1.0
Larva_22,1.0
Larva_22,8.0
Larva_22,1.0
Larva_22,1.0
Larva_22,2.0
Larva_22,6.0
Larva_22,5.0
Larva_22,2.0
Larva_22,1.0
Larva_22,5.0
Larva_22,2.0
Larva_22,4.0
Larva_22,6.0
Larva_22,2.0
Larva_22,2.0
Larva_22,1.0
Larva_22,1.0
Larva_22,11.0
Larva_22,2.0
Larva_22,1.0
Larva_22,7.0
Larva_22,2.0
Larva_223,6.0
Larva_223,5.0
Larva_223,14.0
Larva_223,16.0
Larva_223,7.0
Larva_223,142.0
Larva_223,16.0
Larva_223,5.0
Larva_223,4.0
Larva_224,5.0
Larva_224,2.0
Larva_224,26.0
Larva_224,1.0
Larva_224,39.0
Larva_224,22.0
Larva_224,14.0
Larva_224,26.0
Larva_224,64.0
Larva_226,5.0
Larva_226,1.0
Larva_226,2.0
Larva_226,2.0
Larva_226,1.0
Larva_226,4.0
Larva_226,9.0
Larva_226,2.0
Larva_226,1.0
Larva_226,7.0
Larva_226,1.0
Larva_226,13.0
Larva_226,4.0
Larva_226,2.0
Larva_226,28.0
Larva_226,20.0
Larva_226,1.0
Larva_226,2.0
Larva_226,2.0
Larva_226,2.0
Larva_226,13.0
Larva_226,23.0
Larva_226,3.0
Larva_226,1.0
Larva_226,10.0
Larva_228,4.0
Larva_228,4.0
Larva_228,3.0
Larva_228,7.0
Larva_228,51.0
Larva_228,9.0
Larva_228,4.0
Larva_228,10.0
Larva_228,3.0
Larva_228,9.0
Larva_228,2.0
Larva_228,7.0
Larva_228,5.0
Larva_228,9.0
Larva_228,5.0
Larva_228,3.0
Larva_228,2.0
Larva_228,66.0
Larva_228,9.0
Larva_229,34.0
Larva_229,10.0
Larva_229,2.0
Larva_229,21.0
Larva_229,1.0
Larva_229,2.0
Larva_229,11.0
Larva_229,22.0
Larva_229,21.0
Larva_229,3.0
Larva_229,15.0
Larva_229,20.0
Larva_229,2.0
Larva_229,16.0
Larva_229,4.0
Larva_229,6.0
Larva_229,1.0
Larva_229,7.0
Larva_229,8.0
Larva_229,7.0
Larva_23,13.0
Larva_23,14.0
Larva_23,3.0
Larva_23,10.0
Larva_23,2.0
Larva_23,9.0
Larva_23,4.0
Larva_23,4.0
Larva_23,3.0
Larva_23,8.0
Larva_23,17.0
Larva_23,7.0
Larva_23,18.0
Larva_23,3.0
Larva_23,11.0
Larva_23,5.0
Larva_23,2.0
Larva_23,33.0
Larva_23,10.0
Larva_23,1.0
Larva_23,1.0
Larva_23,1.0
Larva_23,18.0
Larva_23,6.0
Larva_23,14.0
Larva_23,2.0
Larva_23,15.0
Larva_23,6.0
Larva_230,10.0
Larva_230,3.0
Larva_230,11.0
Larva_230,5.0
Larva_230,18.0
Larva_230,2.0
Larva_230,7.0
Larva_230,11.0
Larva_230,25.0
Larva_230,106.0
Larva_230,2.0
Larva_231,15.0
Larva_231,76.0
Larva_231,60.0
Larva_231,25.0
Larva_231,13.0
Larva_231,16.0
Larva_231,4.0
Larva_233,1.0
Larva_233,3.0
Larva_233,27.0
Larva_233,3.0
Larva_233,4.0
Larva_233,18.0
Larva_233,2.0
Larva_233,1.0
Larva_233,36.0
Larva_233,6.0
Larva_233,5.0
Larva_233,5.0
Larva_233,2.0
Larva_233,1.0
Larva_233,1.0
Larva_233,1.0
Larva_233,16.0
Larva_233,8.0
Larva_233,9.0
Larva_233,13.0
Larva_233,1.0
Larva_233,4.0
Larva_233,2.0
Larva_233,3.0
Larva_233,7.0
Larva_233,1.0
Larva_233,19.0
Larva_233,8.0
Larva_233,4.0
Larva_234,1.0
Larva_234,1.0
Larva_234,9.0
Larva_234,1.0
Larva_234,1.0
Larva_234,13.0
Larva_234,1.0
Larva_234,1.0
Larva_234,16.0
Larva_234,2.0
Larva_234,1.0
Larva_234,17.0
Larva_234,4.0
Larva_234,8.0
Larva_234,5.0
Larva_234,2.0
Larva_234,6.0
Larva_234,9.0
Larva_234,14.0
Larva_234,21.0
Larva_234,17.0
Larva_234,10.0
Larva_234,4.0
Larva_234,2.0
Larva_234,14.0
Larva_234,4.0
Larva_234,20.0
Larva_236,7.0
Larva_236,4.0
Larva_236,1.0
Larva_236,5.0
Larva_236,1.0
Larva_236,7.0
Larva_236,1.0
Larva_236,4.0
Larva_236,6.0
Larva_236,13.0
Larva_236,1.0
Larva_236,11.0
Larva_236,2.0
Larva_236,2.0
Larva_236,4.0
Larva_236,10.0
Larva_236,1.0
Larva_236,14.0
Larva_236,24.0
Larva_236,1.0
Larva_236,8.0
Larva_236,10.0
Larva_236,4.0
Larva_236,6.0
Larva_236,9.0
Larva_236,6.0
Larva_236,8.0
Larva_236,5.0
Larva_236,8.0
Larva_236,2.0
Larva_236,2.0
Larva_236,5.0
Larva_236,6.0
Larva_236,10.0
Larva_236,7.0
Larva_236,2.0
Larva_236,7.0
Larva_236,2.0
Larva_236,3.0
Larva_238,13.0
Larva_238,5.0
Larva_238,6.0
Larva_238,4.0
Larva_238,9.0
Larva_238,21.0
Larva_238,1.0
Larva_238,16.0
Larva_238,1.0
Larva_238,13.0
Larva_238,1.0
Larva_238,1.0
Larva_238,7.0
Larva_238,9.0
Larva_238,1.0
Larva_238,3.0
Larva_238,1.0
Larva_238,37.0
Larva_238,6.0
Larva_238,5.0
Larva_238,1.0
Larva_238,27.0
Larva_240,2.0
Larva_240,1.0
Larva_240,2.0
Larva_240,1.0
Larva_240,8.0
Larva_240,19.0
Larva_240,12.0
Larva_240,10.0
Larva_240,3.0
Larva_240,6.0
Larva_240,1.0
Larva_240,10.0
Larva_240,3.0
Larva_240,15.0
Larva_240,1.0
Larva_240,8.0
Larva_240,14.0
Larva_240,2.0
Larva_240,13.0
Larva_240,4.0
Larva_240,8.0
Larva_240,1.0
Larva_240,25.0
Larva_240,4.0
Larva_241,7.0
Larva_241,1.0
Larva_241,1.0
Larva_241,1.0
Larva_241,13.0
Larva_241,6.0
Larva_241,18.0
Larva_241,6.0
Larva_241,2.0
Larva_241,2.0
Larva_241,3.0
Larva_241,6.0
Larva_241,43.0
Larva_241,2.0
Larva_241,2.0
Larva_241,4.0
Larva_241,1.0
Larva_241,1.0
Larva_241,1.0
Larva_241,1.0
Larva_241,80.0
Larva_243,8.0
Larva_243,4.0
Larva_243,1.0
Larva_243,9.0
Larva_243,8.0
Larva_243,10.0
Larva_243,5.0
Larva_243,2.0
Larva_243,7.0
Larva_243,1.0
Larva_243,11.0
Larva_243,9.0
Larva_243,1.0
Larva_243,3.0
Larva_243,11.0
Larva_243,2.0
Larva_243,10.0
Larva_243,2.0
Larva_243,2.0
Larva_243,15.0
Larva_243,10.0
Larva_243,2.0
Larva_243,1.0
Larva_243,2.0
Larva_243,3.0
Larva_243,1.0
Larva_243,13.0
Larva_243,2.0
Larva_243,13.0
Larva_243,10.0
Larva_243,1.0
Larva_243,1.0
Larva_243,10.0
Larva_243,2.0
Larva_243,2.0
Larva_243,3.0
Larva_244,15.0
Larva_244,3.0
Larva_244,14.0
Larva_244,1.0
Larva_244,7.0
Larva_244,9.0
Larva_244,2.0
Larva_244,2.0
Larva_244,4.0
Larva_244,6.0
Larva_244,2.0
Larva_244,9.0
Larva_244,5.0
Larva_244,7.0
Larva_244,3.0
